uid,question,answer,eva4b_label
f087748943a1f5214415911bfe445ebb,"First, I'd like to start with the zinc prices in the quarter. If I look -- noticed it properly, it looks like zinc spiked to a five-year high, but you were able to realize some pricing. Maybe it'd be helpful to just kind of review when does that higher price roll through your P&L or how are you able to realize pricing in such a difficult operating environment.","Yeah. A couple of things, John. One, we normally have about six months of inventory in our kettle. So -- and we had -- we were probably at a relative high inventory level as we came into the last fiscal year. So as we're now in the part of the year where those zinc costs are increasing every month, rising toward current LME, so yes, that will just continue every month. And we -- naturally, we adjust prices. We do surcharges. We've got a variety of tools we attempt to use to offset that.",direct
d0b212a3f16162beeaa0ee6da778743b,"It's Julien here. Thanks, guys for your time. If I can follow up on the last question a little bit further. You all obviously are changing your forecast after a pretty meaningful swing in your expectations.

What does it say about your cost latitude and flexibility? Especially, if for instance, let's say, things turn around here again, how are you thinking about the cost levers that you guys spoke about just a few months ago at this point and ability to use them again?","Yeah. Good morning, Julien, thanks for the question. I'd say we're very well prepared going into the second half of the year. The employees have done an amazing job of identifying a lot of different opportunities to reduce cost for our customers, a majority of which are sustainable, others are temporary in nature.

But a lot of flexibility is how I'd characterize it at this point with being able to adjust. If we do see an upsurge or resurgence of the pandemic and some related sales implications, we feel very well-positioned as we look at the rest of the year here.",direct
7da6cd52744c113acd29d09db41a5576,"Also can you talk about your A&P spending? I mean, you noted that the high revenue growth kind of made the ratio lower, but I'm also wondering how much you're spending behind your brands given that maybe in some cases you're chasing demand a little bit? Is that an environment where you would actually want to pull back a little bit on brand spending because you're kind of chasing demand and don't need to spend as much? Could you comment on that?","Oh, no, not at all. We've continued to invest in our marketing activities. The one area that we've been not pulled back on that have been forced to reduce is areas of our marketing tool box that require physical impact, for example, sampling, our sampling programs, which are highly people intensive. But we are continuing to use this opportunity to further strengthen our brands. And as you know, in some markets we've got a lot of awareness opportunities. So no we won't be -- we have no intention of pulling back on our fundamental brand building marketing activities.",direct
a6f663c79fa95787d1b2578bb9970ded,"So when you say you're ramping up in productivity, do you have any nodes that you're closing in the system that's accounting for that right now or is it just BST familiarity?","Yes. I think it's a couple things, Budd. It's productivity -- it's not real big node closures. It's really productivity and cost savings net of investments and I think second quarter is a little higher on the investment load than the rest of the year. And then the second big piece is the lower BST cost and disruption that's starting to get untangled, continue to get untangled, and get streamlined. And that ramps in the back half a lot more in the second.",direct
8bcf485c9d706ff990e6bc9cf6a26245,"OK. And it would be great if -- I don't know if there's an offering memorandum or if you 8-K-ed it, it'd be nice to see the full prospectus. The other question I had was --",It was a private placement. So I don't think there's a public offering perspective now.,direct
22ba07f371c8c378b88c15c3c50b81a8,"OK. And then, just on the deferral of the $10 million of the capital expenditures. I understand that that will help you in terms of financial flexibility. But does that delay the ramp-up at Bolivar in terms of turnaround? Or do you think it's just better times -- it's a better time to the ramp up? In other words --","Reich, in terms of the ramp up -- This isn't time to ramp-up. Mark, we don't have some idle capacity.",direct
06e9c63ab43ba6605fe075471732b617,Is there any update in terms of where the legal process stands for Colorado?,"Not really from the first quarter, here we go. We continue, we continue to challenge that law. The litigation is, is moving relatively slowly at this point in time. And we are, we're waiting to see with respect to the rulings on the defendants motion to dismiss at this point in time, but it's moving relatively slowly at this point.",direct
c5c779c6b8079f3c49b7885ffec9f16d,"Okay. That's in the Utility market. And quick question regarding the tempo of the billings in aerospace and defense. Is that second half in A&D followed at 40%, 60% model or is it tilted more one way or the other?","Well, I think if you look at the A&D market, you're going to see a little more tilting to the back-end, because again, if I just focus on the large programs in that group, large meaning getting an order over $10 million, it's primarily around the submarines and the Space business. So we're in negotiations on the next pool, if you will, of Block V. And so we would expect not many orders on Block V in Q1 and Q2, because again, we got $100 million last year. So we should pick up another lot on the back-end of this year. And then within the Space program, at Boeing, the space launch system, the Artemis program, SLS, we're in negotiations as we have been. If you get that, it just -- it's a cadence of when they release the core stage numbers. And I think that should give us a nice book-to-bill in the back half of the year.

So we're burning off backlog in the first half on the large programs, we'll replenish that. And my guess or prediction for the order -- book-to-bill for the year will be fight to a tie, which to me is a home run, when you're burning off $100 million of running start from last year. So it looks pretty -- the profile looks pretty good. And that's why I wanted to emphasize the cadence of this. The book-to-bill is important, but it's really the sustaining of the backlog number as it burns off and it gets replenished in different quarters. So it's really just a mathematical kind of rejiggering of the quarterly profile, but the year looks great.",direct
c3ad49b3920bee51acbf4cef75b527b3,"Switching gears and thinking about new business. I saw in the earnings release, there was commentary, new business premiums were down. And in some ways, it reflected increased competition with fewer policies at adequate pricing levels. At the same time, it feels like we're in this firming or firm or hard market, however you want to put the terminology around it. But your renewal pricing is up mid-single digits. How do we reconcile this firming market that we're in versus the adequate pricing levels maybe not being where they need to be in some lines?","Hi, Phil, Steve Spray here. I would answer that with the fact that just we're in -- our industry is in such a dynamic environment. And some of the classes of business or segments that you see that hit the headlines as far as the highest -- the firming market or hardening market would be maybe in larger D&O policies, larger excess casualty policies, commercial property that would be catastrophe-exposed or cat-exposed coastal, those are certainly hardening. And it just varies across industry segment and class. When you get into more, I'll call it, Main Street business, we're looking at every single risk on a case-by-case basis. We're trying to determine an adequate price for that business. And I'd say our field underwriters, our agents are working through each of those accounts, again, risk by risk and just doing a great job. We've continued to see the metrics of our pricing on new business, and renewals improve throughout the year. So I think that's part of it. Another part of it that I would say that we've gotten a lot of feedback from agencies and talked to enough of them that one of the phenomenons in the pandemic was just that fewer policyholders were going to market with their insurance. And it typically was around -- let's say, there was no pain with the incumbent carrier. They weren't getting a large rate increase. They didn't have prior loss ratio problems or challenges. And so they might just be sitting tight for the year. They've got other things to concern themselves with. So again, it really gets back to adequate pricing.",direct
81814a2186afdb87f683f7a09789af4e,The first question is just on fabrication pricing. Nice step-up this quarter. I know the backlog pricing continued to move up over the last several months as rebar prices escalated and a lot of that tends to lag as we know. So how many quarters do we have looking ahead where pricing could actually continue to move up or have we leveled out here?,"Yeah. Phil, I'll start. Barbara can add. If we look at our current activity that Barbara alluded to, it is strong in the fourth quarter.
And really, we continue to see good levels on the downstream work. And as a result, really, the backlog is made up of what's in there and new stuff. So assuming the -- no significant degradation in the pricing of new work going in, we would expect over the next two quarters or so for the backlog pricing to continue to catch up with the current price levels.",direct
36a7a7b1fdaca6bc6b6eaa86dfcc65f9,"Okay. Sounds good. And then just lastly, how is the progress at reopening the LEAP facilities? Have you run into any snags, or is it going pretty smoothly?","It's gone remarkably well. We brought all the three facilities all back online after they were closed -- partially closed in the second and third quarters, and production's picked right back up. We're still working on improving the product, as I said in my remarks, and it's gone very well. We've made some strides in manufacturability of the product while things were slow, and we're happy with how it's going right now. We're just waiting for the rest of the market to pick up.",direct
e81ab20d8e36214f88d96df4b89bb254,"As we think about the strategic alternative discussions like, are those still active? It seems like this is a really tough time to pursue those opportunities. So how should we be thinking about that?","Well, I'll start off with that. I mean, we have three great businesses, absolute fantastic businesses. They all have generated positive free cash flow. They're good businesses, and they're sought after assets. So I mean, I'll let Warren comment on, as he said, he didn't really want to comment anymore on it. But everyone should just remember that we have great businesses and that are valuable. Yes. I think the answer to that question is that certainly, it's a difficult time even where the debt markets are at, and we've had to be creative in the way that we're talking to people and we're trying to evaluate opportunities. But I think the overriding point is that in spite of that and in spite of where the debt markets are at today that we have had what we would consider to be a good success and continuing on with this process. So to answer your question, it is still ongoing. And we expect that it will continue on with that process in spite of what's going on in the markets today at this point.",direct
82258140d50515bca36e6d04c51c6172,"Perfect. Thanks. And then maybe just on COVID a little bit. Just as COVID kind of cases drop-off in certain regions, are you seeing a reversal in any of the market dynamics that happened during the pandemic? Like maybe cases moving back away from sort of the OBL environments? And then last quarter, I think you also said inventory in the field is as lean as it's ever been, which is kind of helping manage manufacturing operations in a more specific manner. Is that -- are you still seeing that the last few months? Has that kind of gone back to sort of pre-COVID dynamics at all? Just anything you're seeing there?","Thanks, Ian, for the question. Regarding the inventory management, what we had done during COVID-19 was to build up our inventory, really so that we would have a safety stock and protect against the possibility that we may have an outbreak in one of our manufacturing facilities. And as we build up that inventory stock, ultimately, that served as a good safety outlet for the company. As we moved into fourth quarter, we felt that we no longer needed to retain that inventory. And as a result, we slowed our production and basically flowed more of that inventory into the market, to really balance out our factories and get our inventory situation back in line with our normal expectations. So, that is really what our commentary has been as it relates to the adjustment since the COVID crisis.

Now in regards to the site of service, we really have not seen much change. Patients choose to be treated in office-based labs for a number of reasons. I mean they -- it is obviously more preferred by patients, they are not having to go into the hospital and physicians prefer it as well. So we expect to see this migration to the office-based lab continue, not unlike what you've seen perhaps in other medical technology markets that have the same characteristic. So really, post-COVID-19, there has not been much change. We see about an equal ratio of our patients being cared for in the hospital versus those in the OBL segment.",direct
adc9a822e88f86413386d01089b5f737,"As you guys look at your maintenance end markets, which seem like corporates are 40%, HOAs are 34%, somewhere in that range. Are there other verticals or white spaces from an end market perspective that you think you're underpenetrated on that could be bigger verticals for you? I know you compete sort of on the higher end of commercial, but any thoughts there would be great.","Yes. I think when you look at the overall marketplace, probably the least penetrated vertical and actually the biggest opportunity for the industry, frankly, is education. Because if you look at in general, Hamzah, education has outsourced books, books and food service to secondary or outsourced suppliers. They haven't made the move yet in landscaping. Some data, the internal data we generated says as few as 20% of the landscaping has been outsourced by indication and still done mostly by self-perform crews. So in that vertical, we believe there is real good opportunity for us to provide, frankly, a better experience and a better performance of property, duty and health and actually while achieving some cost advantages in that segment. And we see results of that in our new wins for every month. We're seeing secondary as well as college and postsecondary schools are converting their in-house landscaping into brand new service contracts. And so I do believe, although it's a very long-term sell because it's not something that's a light decision made, there is good opportunity for particular growth in that vertical.",direct
4431195c8b2e52d0dd985697176c407e,"You mentioned that the $25 million in cost synergies is on track. Can you comment more specifically on, what has been realized or what are we seeing in the numbers so far and what do you think you'll, that we'll see in the numbers in fiscal 2020 versus fiscal 2021 of that total realized gain?","Well, the -- total target within the $25 million to $26 million range, Brian. And our estimates for this year range from $10 million to $16 million depending on whether you're talking calendar or fiscal period. You can see or I will inform you that the sequential step up from our Q4 period ended March 31, to our Q1 period ended June 30, as stepped up by $4 million. So, there is a little bit higher volume in that timeframe, but it also reflects some of those synergies are taking hold. So, if you were to put it in a range, that range right now is in the $10 million to $16 million. So if I drew it at line and said it's somewhere $13 million to $14 million for this year with the other half going into next year.

And one of the opportunities we have because, we assumed we would lose some existing customers and we deflated our total estimate with the assumption that we would have some lost sales and we really haven't seen that yet. So there is upside potential to do better than that. Albeit those higher sales, the not lost sales are should be fairly, immediately, but the sales we're connecting our products and selling them elsewhere -- where the world are benefits that's what takes at least a year to catch hold.",direct
a93583cba2ba548eede1f47566275bb4,"Just wanted to touch on the -- the expectation for prepayment activity here as -- as we're sitting in Q1 and heading into Q2. Any thoughts on -- on the level of prepayment activity? And, you know, in light of that, how aggressive would you get in -- in deploying capital to build the portfolio?","So, we have a vision on prepayments that we've been told should happen in the first quarter or the second quarter -- the first half of the year. And so, we're able to look forward and see that. We also have very, very strong pipeline and origination volume expectations for the first quarter. So, we -- we think that the level of prepayments should be higher in the first quarter than they were in the third and the fourth quarter.",intermediate
6f228d8b6c6215161b40b789e6adc06d,"My question is about the used car business. Can management elaborate more about how you will integrate the TTP with your existing business? And what's your new business plan for your overall used car business? And also it will be helpful if you can share with us TTP's operating metrics such as transactional volume, market share and their trends. And lastly, can you comment on how the consolidation of TTP could potentially impact the revenue and profitability in 2021?","Thank you for the question. I would like to join Mr. Zou to answer this question, especially, related to the integration and the planning of the used car platform business. After we control the shares of our TTP we actually continued our Autohome used car strategy. To summarize, that is light asset model and make it as a platform. We used double cloud to serve our customers. We also want to connect the full value chain. And we want to create a closed loop of the C2B and B2C. So we are dedicated to bring this platform as the biggest used car online transactional platform. And in this regard, we have bring the most critical part, which is the transactional part to this whole loop. For the TTP, in terms of the transactional volume in the C2B model, it is already the biggest in China. And under 2020, when the home market was not so good, but TTP is, on contradictory, is growing its business. Our next step would be join hands together with Ping An Bank and Ping An P&C. We want to bring chemical reactions together with [Technical Issues] and we would help to see to sell cost better and also help [Technical Issues] to deal better inventory. And in this way we can create more value. To add on what Mr. Shao said, we also narrowed its loss last year, despite actually a declining used car market. And I think they are expected to, sort of, breakeven sometime in the second half of this year. And they will have a minor impact on our bottom line and the contribution to our top line are definitely a positive. And also, I think, all used car online platforms has seen a declining sales volume and revenue last year in China, except for TTP. So if we are not misunderstood, not, sort of, a misunderstanding then, I think, they are already the largest online transaction platform in Chinese used car market last year. Thank you. That's my -- our answer.",intermediate
0efc0f9057f7555f2d73711304cdb871,"Can we just start with the strength of PowerA? Obviously up 100%. Can you just talk about, is that really just driven from the new consoles, and then maybe, can you break down the growth between North America and EMEA, and how is the EMEA integration going?","PowerA growth is driven by multiple factors. There is the overall growth in gaming and that's been accelerated by the introduction of new consoles released last year from Microsoft and Sony. So, that's part of it. The second part of it is just supply availability, chip availability. PowerA has done a great job managing their supply chain, so we have decent product availability and are able to deliver to our customers when some of our competitors, and including first-tier suppliers such as Sony and Microsoft, can't deliver to all of the demand. And rather, the third primary reason, the team in PowerA has done a great job servicing customers and taking share and increasing their lead. So for all those multiple reasons we saw tremendous growth of slightly over 100% during the quarter. The integration of PowerA is going well. We are in the midst of it right now. The plan is to transition from the services agreement with the seller by the end of the third quarter and be completely on our systems, and then we could get exclusively focused on further growth.",intermediate
ecd816d250686af2dc9a70f761eaef32,"As you've seen that sequential improvement that has been fairly linear at this point. How many of those -- is there a way to parse out, how many of those sales are increases in the installed base and original orders versus you've already installed the Auryon device, two, three quarters ago, you've gotten through the initial orders and now you're starting to see the sites increase the revenue -- increase procedure per site.","So, you hit the nail on the head, Matt. We're measuring all of those effects. So, exactly what you asked is a way we're measuring this. Again, this is really a start-up business within a mature operating company. We wanted to be really careful as we took on this marketplace. Our initial moves as you know is supply -- getting our supply chain robust, make sure we get the quality we need on our hardware, first, the capital; and second, on our disposable catheters. So right now, Matt, we're doing everything you said. Every time we place a new laser -- and now we have a good trend, we know how long it takes for users to get confident, comfortable with the device. We can expect the catheter usage to increase on a monthly basis. So we're measuring the metrics you gave us, plus about half of dozen more. As we get this business off the ground, we're really pleased with how the business has started, we've got really great people in the field supporting our users. But, Matt, the metrics you mentioned and a bunch of more, we're going to measure diligently and we'll report back to you, kind of where you'd like to see over time as we expect this to be a growth driver for a long time for us.",intermediate
4507709dc4a223c77f5e681de50ab611,"No, that makes perfect sense. Is there any sense -- I know, you mentioned the distribution being suspended as it relates to the soda ash business. Any reason to believe that it would resume in the fourth quarter or I mean, do you have any color or thoughts on how to think about -- I mean, I assume that will be a zero going forward until notified otherwise. But is there any color maybe you can give on that?","I can't -- we can't give you any color other than what Ciner has announced and just generally speaking, they've announced that they're suspending it until the market improves. I will tell you this, I think you need to be prepared for a some extended period, multiple quarters for sure of continued tough sledding in the soda ash business. I will say that there are definitely green shoots coming out, if you look globally, especially global demand is starting to pick up. Flat glass and container glass is strong here in the U.S., but I think it's going to take a little while for that market to come back. And so I think, for the foreseeable future, I think that business is still trying to get its legs back underneath it, but that's all I can share and I'd suggest directing questions about distributions to Ciner.",intermediate
2ef507ac92bf16d9c2d2893134f8c3c1,"And how are you thinking about China TVs from an OLED perspective -- not necessarily the vendors, but the market in general, I know there was some pressure on China's TV market. I guess it was last year. And are you expecting to see it kind of rebound when you look at the second half?","In terms of market perspective, and where -- it's difficult for us to talk about one area specifically in another. I mean I think that OLED TVs are the best TVs ever. I think that some of the pressure that you saw was pretty much across the board on the demand side, there was weakness because of COVID-19.",intermediate
70f7d97ccfab430a8b0a8d826c9c688e,OK. And could you talk about your free cash flow expectations for 2019?,"Sure. So David, we don't normally give guidance as a number, but what we do is, we give the building blocks. So if you take the building blocks of how to build the income statement that Jay spoke to and that's in our press release around the top-line growth, the margin structure and the SG&A, and then, obviously, interest expense, you're going to, obviously, come up with a net income number. Depreciation and amortization will be roughly $45-ish million next year. You can add that back. That's obviously a noncash item. But then the cash item that hits cash flow, it's $65 million to $75 million of CAPEX next year. And roughly $35 million of that is maintenance CAPEX, and the rest is the investments that we're making in the business as part of -- that's obviously generating those productivity gains.",intermediate
cd7c104799a47a24c8f52096ce3f9bc9,"And then now that we've been into COVID for a couple of quarters, probably difficult to predict too much going forward. But just wondering if you have any line of sight into optimizing capacity and cost and expenses that could potentially benefit the bottom line maybe in 3Q or 4Q?","So we're obviously paying pretty close attention to the level of investment that we have. Obviously, the testing demand is declining. So you could imagine that we're starting to scale back some of our operations. However, it is remaining fairly robust. So there's not a significant amount of cuts that we could do to bring those costs in line, but it is absolutely something that we'll continue to manage appropriately. I don't know, Jon, if you had any specifics there. No, that's right. It's -- no, that's exactly right. We're trying to manage it. Most of the cost, quite honestly, is on the staff side. It's not on the equipment, and some of it is on the supply side on the reagent side. But right now, we're managing it as tight as we can given the fluctuations in what's going on day to day, but we are acutely aware and are keeping a very close eye on it.",intermediate
a6436d6ecb6cd373dbab36550f78e16f,"Just on the aerospace outlook, is there any defense contribution in that expectation? Was that a strong leg in the outlook? You mentioned your expectation for kind of a second-half recovery on the commercial side hasn't moved that much. Just curious if the aero OEM announcements about a month ago changed that outlook at all or if we were already just at a point in destocking where it just doesn't change your outlook?","So from a defense perspective, we have some presence on the Joint Strike Fighter and a lot of the land-based vehicles. Good content and great differentiation. The problem is, those land-based vehicles, you got to build an awful lot of them before you get the same content that we get out of a single aisle aircraft. So, it doesn't really offset what's happening with the single aisle aircraft segment. We've also been picking up content in business jets, nice business. But again, those aircraft are much smaller and they don't build as many of them. So, we're still very much wed to both Boeing and Airbus' supply chain. And as they start to deliver aircraft and start to produce, we're looking forward to them starting to pull again. But I think it's going to be a few years before we see pre-pandemic levels in our aerospace segment again.",intermediate
5eb7ed3e4454af7f2b416bcc2e28d6e8,"How are you thinking about the capital allocation there, again, in relation to the capex plan, whether it's a little bit more gradual or there's going to be a bit of a more of a step-up as kind of the exit or the credit rating start getting a little bit more loose? And are you thinking about kind of just organic reinvestment or any kind of return of capital dividend policy reworks, etc.?","Yes. So I'll let Bryan take a swing and get his voice ready. But we look at earnings growth and dividend policy is both part of our total shareholder proposition. The way we're thinking about your reference to the exit of the midstream business and proceeds there, we've said repeatedly, our first preference is to reinvest in our business and grow our company. And so that's first preference. We're committed to growing the dividend as well. but that's probably the primary focus area. Bryan, do you want to add anything to that?

Yes, absolutely. Good morning Constantine, you mentioned the exit from Enable, and that's important because it certainly improves our business mix as a company we'll be a pure play electric utility, that will help our credit metrics have the best, we'll call excellent business mix. And as you're aware, that's going to allow us to have even more headroom under our credit metrics. So you put that aside and what we focus on that utility is outstanding customer service. And as you see here in 2021, we've increased our capital plan to deliver on the great investments needed to support customer growth. And that's a trend I think you should expect going into the out years as well. And Sean's discussed our capital investment needs coming out of the IRP. So you look at those in combination, and it's -- this company has set itself up really well with a strong balance sheet, constructive regulatory regimes and a capital plan that really works for our customers. So it's an exciting time and it really dovetails nicely with our exit from midstream.",intermediate
d8348470ae5f282a1a60fdaca702fefd,"Very good. And my follow-up, I appreciate, Ted, outlining the strategy, the four pivots. Just wondering, in terms of your customer portfolio, you did mention that you're seeing an increased penetration of solid state sensors. Wondering how you think about solid state sensor penetration this year, what customers -- and which end markets are adopting the solid state. And wondering about the nature of some of these multiyear agreements and how you're looking at those multiyear agreements and project pipelines progressing throughout the year?","Sure. So let me first comment on the solid state sensor question. We are seeing solid state sensors being sold into automotive applications. Also, a lot of the robotics and industrial automation applications are using solid state, but they're also using rotational. So we're seeing both types of sensors being sold in those kinds of applications. In the intelligent infrastructure segment, the ceramic view rotational sensors are very popular -- products are very popular because you can mount it on a telephone pole in an intersection, and you've got immediate real-time 3D view of traffic and road conditions and pedestrians and other road users. So we're seeing both of those. As far as -- but we do expect to see a continuing increase in the solid state sensors. They do have a benefit, a couple of lower price point, and are very suitable for a lot of those industrial applications. As far as the multiyear agreements are concerned, you will notice that they were conspicuously asking from the press release, as well as from the prepared remarks. The reason for that is that these are very important metrics that we use to measure the business internally, and we will continue to measure both multiyear agreements, as well as the funnel statistics, the number of aggregate customer projects that we have ongoing. The company was very transparent in the past and providing those details in these calls. However, given the increasingly competitive nature of the industry, we made the decision that we will no longer be reporting those multiyear agreements and active projects in the funnel as we've done in past. We are in the process of defining new metrics that we will be able to share with you that will give you a more accurate leading indicator of future revenue growth, and we'll start doing that next quarter.",intermediate
846dd6afb9ab14dff833e44d171b9687,"The first one is just around the LendingTree stake. Obviously, going to be a smaller piece of the pro forma entity versus how big of a piece it was at GLIBA. Just wondering how strategic you think that Tree investment is at this point and what your intentions could be for that stake.","I think Tree has done an amazing job and has a good position. I think when we got the stake from IAC at the bottom in 2009, it was worth $17 million. Today it's worth well over $1 billion. Credit to Doug Lebda and his team. They're in a good space and they've done well in it. So we'll weigh it. Obviously, the primary focus of Liberty Broadband cable connectivity businesses in the form of its Charter stake and GCI, but we also like how Tree has performed. So we'll watch it.",intermediate
109250590b109c700714021d82bd876e,"Hi. Sure, absolutely. So just if you could touch upon the cash flows for a second and you talked about there were some extraneous items in there because of LSC bankruptcy settlement and also seasonally the cash flows are supposed to be negative in the first quarter. Could you isolate the incentive comp and the LSC impact on cash flows?","Yeah, Raj. So the LSC multi-employer pension plan payments were pretty small in the first quarter. I think around $1 million or so. The two settlements that we talked about, while one of them happened in the first quarter, the payment was actually made in the second quarter. And then, on the second settlement, that payment will also be made in the second quarter. Frankly, the biggest impact on the first quarter cash flow on a year-over-year basis and we were roughly flat, I think down a couple of million dollars in free cash, but the big delta from year-over-year was really driven by the increased incentive comp payments, including annual bonus payments and 401(k). We wouldn't break that out as a discrete number, but given the performance last year, those plans paid at a higher rate than -- at a much higher rate than they typically have in the past.",intermediate
1639f40fb5ba7d297ac7a31edcd14dff,"I think the first one is just additional info on what's really needed from the folks in India to kind of finalize the EUA application, like what data sets are you missing or what information are you missing and you're waiting for?","Zegbeh, as you know, this is a very large clinical trial. And at the conclusion of the interim Phase II -- I mean the second interim results from the Phase II clinical trial, we had to put all the data together. It's an enormous amount of effort. And in the middle of the pandemic, obviously, this crisis in India has caused some delays. Also just as everybody has admitted, there is large amount of safety database you have to pull together along with efficacy. That's what they're working on.",intermediate
abeaf7af12aa441271a2e927b1f515e6,"And then Art, if you talked about this already, the first-quarter outlook. Can you talk about what that is by segment just to get some color around the guidance.","So, I'm not going to refine my guidance that precisely for Q1, but what I will say is the decrease in Q4 to Q1 is all in the mobile IoT and consumer space. We're expecting segment growth in industrial and comms and enterprise going from Q4 to Q1. And the decrease in mobile IoT consumer that is just kind of our normal seasonality. And it's even less seasonality than we've seen in past years. I was just going to add one thing to that. Sorry, our largest customer, as I mentioned in my discussion was about 48% of our sales in Q4. Based on my current internal forecast that drops to probably about 35% of total sales in Q1 plus or minus. So you can see what's decreasing from Q4 to Q1 kind of based on those numbers.",intermediate
09f969e2700531c2621a435c31616448,"Can you talk a little bit more regarding the content regulation, what type of content has to be delayed? And also how long will be delayed? Is there any risk that we have to write-off these content in the future? And have we changed our content strategy not to cope with the new regulatory environment.","Okay, this is Xiaodong. Actually, we talked about regulation before, the spend to your guide and actually this very, very seldom case, which were actually like the achievable content or titles, most time is simply delayed because of longer processing time. We need longer time to get approval from authority. So basically, I don't think there will be any risk on the -- like the financial side, which require us write-off certain content from bulk. So basically, it will take us longer time and more effort to get approval, I think it's not regarding to a certain category of the content which like forbidden or whatever restricted from the authority, it's more like a more starter and (inaudible).",intermediate
f4290cbeb8f9acb7b75b4d9698e34b80,"Thanks for the call, everyone. And I hope your families are well. My question is sort of on Argentina. More generally, what's your -- from a macro standpoint, what's your best guess as to what a normalization in Argentina might look like as we emerge from COVID over the next couple of months through the summer and into next year? And in terms of what that means for activity for your different assets?","Thank you, Alvaro. I think -- I mean, what we have seen so far is since we open Alto Noa is itself were better that we expected. Traffic was reduced. So, if you measure the traffic was 66% reduction compared to the previous year for the same period of time. But sales were down only 14% compared to last year. And if we see the same-store sales it's 1% up. So that gave us some courage that there is people willing to buy in our shopping centers and all those that go through the Shopping center are less doing tourism and more fully dedicated to go and buy. So we expect that we're going to see that trend, and we hope that we're going to see that trend.

Regarding the opening our centers, as we mentioned, Mendoza and Salta are opened. We expect also -- yesterday was issued a new decree from the province of Santa Fe. So we are expecting to get permission very, very soon to open both our Santa Fe shopping center and Rosario shopping center. And we are working with all the other municipalities and cities to see -- to reopen our shopping centers with very strict protocols of health and measures of -- to avoid any kind of problem in our shopping centers.

Regarding the rest of the business, I mean, as we said, offices are not affected at all. Construction, we expect to do it sooner than we thought a few weeks ago. And regarding hotels, everything seems that they will reopen the borders by September. And as of today, that is the decree. But they might change that. Talking with the municipalities, I mean, some provinces are opening activities regarding tourism. We'll have on July, the -- for us, the winter break. And they are thinking that may allow hotels to do some things during holidays, not with international travelers, but yes, with local. So this is just comments from The Street, but we expect that we're going to see -- what happened in the world, the people was locked for a long period of time. So people want to get out, want to go back to the lives and they will go back to shopping, go back to work and that's what we have been seeing.",intermediate
9bfd2b3a7f6840e00dff6c1c79f710b6,"OK. All right. That's helpful. And then maybe just one more. You talked about the competitive market. I was curious, maybe just for Brendan, if you could talk about the gap between seller and buyer expectations today versus what it's been in recent years in terms of cap rate expectations.","I don't know that there is a gap. I mean, it's a very competitive market, and it's a good market to be a seller in. And so in a competitive process, that's really what ticks pricing so --",intermediate
9035e04c587996fa592236029b868595,"Hey, thanks for taking the questions guys. Norm, maybe while we got you, I'd stay on that topic there with Sartorius. In the past quarters and the past meetings we've had with you, there has been some willingness to kind of address larger deals, and it felt like maybe you were kind of wanting to do something larger. It sounds like now -- correct me if I'm wrong, maybe softening a little bit on that and kind of happy with where Sartorius is. Can you just talk about I guess the M&A landscape, how you guys are feeling on the capital deployment side? And I would just be curious to hear your perspective on the opportunities out there?","Yeah. So I think like many of our peers, we do continue to look for those products and technologies to add to our portfolio. I think as you know and we've said more recently, we're especially interested in the idea of doing something larger and maybe even transformational. But of course as you know, these larger transformational opportunities are few and far between. But we continue to pursue the opportunities that come our way.",intermediate
e642181a7321aedc077ee9a40ca0b43c,So I just wondered if you could give us a sense of how far out your kind of visibility on the CCM business goes? Are we kind of into the middle of 2020? And also are the competitors going along with the pricing or is it too early to tell?,"The first one, Joel. We have, we took the price leadership there on a 2% increase. And then we have seen competitors follow, not all of them, but a vast majority of them, which is a good sign. As far as looking at, we hate to get too far and project out into 2020. But I would say probably the same thing we said at the end of 2019, which is where things are today, where we leave -- we will likely leave 2019 with a nice backlog, tight labor markets, relatively good and positive new construction demand and then the growing reroofing. So I think that sets up for a good start to 2020 at least.",intermediate
6cd3c1af2e11fa5791db0bc98540ea34,"I mean you mentioned this. So you have some credit provisions or whatever, but it's not being material. I'm just kind of walk me through what you guys were doing. I mean, you said it a little bit in terms of moving people out of front month, but like how was there not just major impacts on your business? And are there competitors out there that you saw or are seeing that have just taken it completely on the chin from the negative oil?","Yes. So the only things that I can tell you are things that are public. I mean, there's nothing else that I know. But Interactive Brokers announced. And this is also the Bloomberg article that announced our letter and everything. So they announced that, about $88 million of losses. We had some small losses. I'm sure there were lots of small losses scattered throughout the industry. The estimate of the aggregate losses, and it's hard to know because it moved so quickly, both up and down. I mean in a bizarre way, you never reacted at all to the situation. By the end of the day, everyone was positive. We don't run our business that way. We react immediately. And so does everyone else. But the estimates of the losses could be anywhere from $150 million to $1 billion, but no one knows exactly sort of when people were liquidated or what happened. They just take the size of the moves times the open interest. So there could be people out there who have significant losses. I just don't know.

The other thing we know is a very large Singaporean energy business effectively filed for bankruptcy, very large, very well-respected name, rumored to have very significant losses overall. And there are a couple of similar companies out there who are rumored to have losses. So there's going to be pain out there. Obviously, it's also going to be the frackers and the producers the pain is going to be throughout the industry...",intermediate
